id,categorie,sous_categorie,difficulte,question,choix_a,choix_b,choix_c,choix_d,bonne_reponse,explication,reference,statut_revision,tags
DRAFT-0303,Chimie pharmaceutique et analyse,Chimie générale,difficile,Quelle proposition correspond le mieux à pH ?,il remplace une chromatographie,il exprime l'acidité ou la basicité d'une solution,il mesure la masse d'un comprimé,il indique toujours la stérilité,B,il exprime l'acidité ou la basicité d'une solution. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,chimie générale,ph"
DRAFT-0304,Chimie pharmaceutique et analyse,Chimie générale,moyen,Quel élément est prioritaire lorsque l'on évalue pH ?,il exprime l'acidité ou la basicité d'une solution,il mesure la masse d'un comprimé,il indique toujours la stérilité,il remplace une chromatographie,A,il exprime l'acidité ou la basicité d'une solution. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,chimie générale,ph"
DRAFT-0305,Chimie pharmaceutique et analyse,Chimie générale,facile,Quelle affirmation est la plus juste au sujet de pH ?,il mesure la masse d'un comprimé,il indique toujours la stérilité,il remplace une chromatographie,il exprime l'acidité ou la basicité d'une solution,D,il exprime l'acidité ou la basicité d'une solution. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,chimie générale,ph"
DRAFT-0306,Chimie pharmaceutique et analyse,Chimie générale,facile,"Pour une révision rapide, quelle réponse décrit correctement pH ?",il indique toujours la stérilité,il remplace une chromatographie,il exprime l'acidité ou la basicité d'une solution,il mesure la masse d'un comprimé,C,il exprime l'acidité ou la basicité d'une solution. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,chimie générale,ph"
DRAFT-0307,Chimie pharmaceutique et analyse,Chimie générale,moyen,Quel choix serait attendu pour une question centrée sur pH ?,il remplace une chromatographie,il exprime l'acidité ou la basicité d'une solution,il mesure la masse d'un comprimé,il indique toujours la stérilité,B,il exprime l'acidité ou la basicité d'une solution. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,chimie générale,ph"
DRAFT-0308,Chimie pharmaceutique et analyse,Chimie générale,difficile,Quelle notion est associée de façon pertinente à pH ?,il exprime l'acidité ou la basicité d'une solution,il mesure la masse d'un comprimé,il indique toujours la stérilité,il remplace une chromatographie,A,il exprime l'acidité ou la basicité d'une solution. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,chimie générale,ph"
DRAFT-0309,Chimie pharmaceutique et analyse,Chimie générale,moyen,Quelle réponse doit être privilégiée concernant pH ?,il mesure la masse d'un comprimé,il indique toujours la stérilité,il remplace une chromatographie,il exprime l'acidité ou la basicité d'une solution,D,il exprime l'acidité ou la basicité d'une solution. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,chimie générale,ph"
DRAFT-0310,Chimie pharmaceutique et analyse,Chimie générale,facile,Quel rappel est utile pour maîtriser pH ?,il indique toujours la stérilité,il remplace une chromatographie,il exprime l'acidité ou la basicité d'une solution,il mesure la masse d'un comprimé,C,il exprime l'acidité ou la basicité d'une solution. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,chimie générale,ph"
DRAFT-0311,Chimie pharmaceutique et analyse,Analyse,moyen,Quel énoncé est correct concernant chromatographie ?,elle remplace la prescription médicale,elle permet de séparer des constituants d'un mélange,elle sert uniquement à mesurer la pression artérielle,elle détruit toujours l'échantillon sans analyse,B,elle permet de séparer des constituants d'un mélange. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,analyse,chromatographie"
DRAFT-0312,Chimie pharmaceutique et analyse,Analyse,difficile,"Dans une situation d'examen, quel point faut-il retenir à propos de chromatographie ?",elle permet de séparer des constituants d'un mélange,elle sert uniquement à mesurer la pression artérielle,elle détruit toujours l'échantillon sans analyse,elle remplace la prescription médicale,A,elle permet de séparer des constituants d'un mélange. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,analyse,chromatographie"
DRAFT-0313,Chimie pharmaceutique et analyse,Analyse,moyen,Quelle proposition correspond le mieux à chromatographie ?,elle sert uniquement à mesurer la pression artérielle,elle détruit toujours l'échantillon sans analyse,elle remplace la prescription médicale,elle permet de séparer des constituants d'un mélange,D,elle permet de séparer des constituants d'un mélange. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,analyse,chromatographie"
DRAFT-0314,Chimie pharmaceutique et analyse,Analyse,facile,Quel élément est prioritaire lorsque l'on évalue chromatographie ?,elle détruit toujours l'échantillon sans analyse,elle remplace la prescription médicale,elle permet de séparer des constituants d'un mélange,elle sert uniquement à mesurer la pression artérielle,C,elle permet de séparer des constituants d'un mélange. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,analyse,chromatographie"
DRAFT-0315,Chimie pharmaceutique et analyse,Analyse,facile,Quelle affirmation est la plus juste au sujet de chromatographie ?,elle remplace la prescription médicale,elle permet de séparer des constituants d'un mélange,elle sert uniquement à mesurer la pression artérielle,elle détruit toujours l'échantillon sans analyse,B,elle permet de séparer des constituants d'un mélange. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,analyse,chromatographie"
DRAFT-0316,Chimie pharmaceutique et analyse,Analyse,moyen,"Pour une révision rapide, quelle réponse décrit correctement chromatographie ?",elle permet de séparer des constituants d'un mélange,elle sert uniquement à mesurer la pression artérielle,elle détruit toujours l'échantillon sans analyse,elle remplace la prescription médicale,A,elle permet de séparer des constituants d'un mélange. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,analyse,chromatographie"
DRAFT-0317,Chimie pharmaceutique et analyse,Analyse,difficile,Quel choix serait attendu pour une question centrée sur chromatographie ?,elle sert uniquement à mesurer la pression artérielle,elle détruit toujours l'échantillon sans analyse,elle remplace la prescription médicale,elle permet de séparer des constituants d'un mélange,D,elle permet de séparer des constituants d'un mélange. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,analyse,chromatographie"
DRAFT-0318,Chimie pharmaceutique et analyse,Analyse,moyen,Quelle notion est associée de façon pertinente à chromatographie ?,elle détruit toujours l'échantillon sans analyse,elle remplace la prescription médicale,elle permet de séparer des constituants d'un mélange,elle sert uniquement à mesurer la pression artérielle,C,elle permet de séparer des constituants d'un mélange. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence pharmaceutique à vérifier: chimie analytique, contrôle qualité et pharmacopée",a_verifier,"généré,analyse,chromatographie"
